gwiId,wgt,age,gender,education,income,children,marital
8cb70ff8e8acc604d9f993a965b5aeb8,3691.0130847656283,25-34,F,University degree,Top 25%,0,single
97a676a88bfe8860f34f9aa6c58e389e,3691.0130847656283,25-34,F,Trade / technical school or college,Prefer not to say,0,single
97abdd0fd86b1312a196c9066b1e5b01,3946.9774114261822,16-24,F,University degree,Prefer not to say,0,single
a679b0fec47ae8b96566bf3425913f09,4964.415750592672,25-34,M,Schooling until age 16,Prefer not to say,0,single
a6a2d88dde014fa40d45501a5fe35907,6556.642585168079,16-24,M,Schooling until age 18,Mid 50%,0,single
ad4ad2c2b22b87d816ba085eefb3d500,4452.796148340271,45-64,M,Schooling until age 16,Bottom 25%,0,married
c1037d8a23a5a6b32813395408fb0037,3761.888744450687,45-64,F,Schooling until age 18,Bottom 25%,0,single
c19503e4f27d005675381b9675276eb8,4785.1625715406935,45-64,M,Schooling until age 16,Bottom 25%,3+,single
c51f2a5962a9fb762ec1831d1af6b839,4785.1625715406935,45-64,M,Trade / technical school or college,Prefer not to say,2,single
da4ea89908e536bc9fe453965868f8d8,4569.578641823026,35-44,M,University degree,Mid 50%,0,single
e2ac89ee2053df8638fff83d5104096f,3946.9774114261822,16-24,F,University degree,Mid 50%,0,single
e64dbe55088dc6568e225ac7962f17fd,3761.888744450687,45-64,F,Schooling until age 18,Bottom 25%,1,single
e9d3b2d5c65ef63c6e8fcc36d0e83de9,3946.9774114261822,16-24,F,University degree,Mid 50%,1,single
f04a71c746dc321824d6210171460bcf,4156.2143980421615,45-64,F,Schooling until age 18,Bottom 25%,3+,married
f1557c7d6164a31fffc77639bd2116aa,4452.796148340271,45-64,M,Trade / technical school or college,Mid 50%,1,married
f48ba90751bf2ab01777a884f093eccc,4785.1625715406935,45-64,M,Trade / technical school or college,Mid 50%,2,single
0101e275c8fde7ba4594b452fce90b86,6556.642585168079,16-24,M,Trade / technical school or college,Prefer not to say,0,single
03336a11398892eb4d0fcb25f728ea89,3691.0130847656283,25-34,F,University degree,Mid 50%,0,single
15cae4b4eb4ef5d2360f933e21f9a3dc,4569.578641823026,35-44,M,Postgraduate degree,Top 25%,2,married
1b5563a06ab6378654a2b724cef1c46d,3761.888744450687,45-64,F,Trade / technical school or college,Prefer not to say,0,married
1e7f4af51fc2d168dd966929b4477ee1,4569.578641823026,35-44,M,Schooling until age 18,Top 25%,3+,married
20218798c9741e202226175aa6cb5b98,4785.1625715406935,45-64,M,Postgraduate degree,Prefer not to say,3+,married
22f1844a144fd95b29f2e8a0595dc26d,4569.578641823026,35-44,M,Schooling until age 18,Top 25%,0,married
269886fc43727e9be9a025f55c0faec5,4785.1625715406935,45-64,M,University degree,Prefer not to say,0,married
2ad22e66ae6559e7ba4060488d383c9d,3691.0130847656283,25-34,F,University degree,Top 25%,1,married
316f899619a9ed06ab99580aa29e840e,3761.888744450687,45-64,F,University degree,Prefer not to say,2,single
360c149b24bb0613f91863c6412019ad,3722.7426677880653,35-44,F,Schooling until age 16,Bottom 25%,2,single
3d1ad01b441fedf9f0ab2743ee58a37a,4156.2143980421615,45-64,F,Schooling until age 16,Bottom 25%,0,single
3dc96848d0417d0cf5e05a6bafb29cc3,6556.642585168079,16-24,M,University degree,Mid 50%,0,single
40d5661d5fee7446a65844a5451f943e,4785.1625715406935,45-64,M,University degree,Mid 50%,2,single
4137f3235dbaf67ca352294d9848bc20,4569.578641823026,35-44,M,Trade / technical school or college,Mid 50%,0,single
422ac144a0083aa0c4efcb3e79a52c2b,4964.415750592672,25-34,M,Trade / technical school or college,Bottom 25%,0,single
49b5e82e72397499638d43c12c3595f3,3946.9774114261822,16-24,F,Postgraduate degree,Prefer not to say,0,single
4f2e89c792e8ab27f1cb9cf6f8e45e72,4785.1625715406935,45-64,M,Schooling until age 16,Mid 50%,2,single
57be5dda9ff8caf6f8255480b054bd31,4569.578641823026,35-44,M,University degree,Mid 50%,0,single
5a87d2a5343a1fce910da4932566f59a,3722.7426677880653,35-44,F,University degree,Top 25%,2,single
5cf0da2317116c21bcb1c7d946b10f47,4569.578641823026,35-44,M,Postgraduate degree,Top 25%,2,married
6400d4cb14b3c0dcf5ff44ed9e4fba01,3691.0130847656283,25-34,F,University degree,Top 25%,2,married
66d29abf19b952844c76d1754279c065,3761.888744450687,45-64,F,Schooling until age 18,Bottom 25%,2,single
7233e8819a5188e2c06b12ef69c00267,6556.642585168079,16-24,M,Schooling until age 18,Bottom 25%,0,single
728231fdfd5c101a02c13b4c970def47,3722.7426677880653,35-44,F,University degree,Bottom 25%,3+,single
7d9738a9f6f1a93dd60f7ea3edc50bbe,4452.796148340271,45-64,M,University degree,Top 25%,2,married
82108bc55ce431e5c3dcd5f1bce0e778,4156.2143980421615,45-64,F,University degree,Mid 50%,1,single
828ec99a56c749ca3ff561f06ae32254,4964.415750592672,25-34,M,Postgraduate degree,Top 25%,0,single
83b91a30fcda4a61bc5e276f569f9272,3722.7426677880653,35-44,F,University degree,Bottom 25%,0,single
8647bdc0af5ef9d95eaeaeda8f26a9d2,4964.415750592672,25-34,M,University degree,Mid 50%,2,married
87cc4a762d5fc26cd031afdddb45185a,4569.578641823026,35-44,M,Trade / technical school or college,Mid 50%,2,married
9f595dc077b71df102feeb4fd3f367f1,4452.796148340271,45-64,M,Schooling until age 18,Mid 50%,3+,single
9ff4f7df1097a4b78aee4db58c8157e3,4156.2143980421615,45-64,F,Trade / technical school or college,Bottom 25%,1,single
a40049b9f71579d1239b771cacb2479b,3761.888744450687,45-64,F,Schooling until age 18,Top 25%,2,married
a5c8c627fcb61bc2973a22805583917b,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
a7afae041e858550e1711035f2f7dbb7,3761.888744450687,45-64,F,University degree,Mid 50%,3+,married
ab98590f72be26c9efaa3c7b7f401fa8,3761.888744450687,45-64,F,Schooling until age 16,Top 25%,0,married
b7aafb6ff0cf74187b39fefd4ca3e190,4569.578641823026,35-44,M,Schooling until age 18,Mid 50%,0,single
b9f72c043d8f72f4882469bdd6083e49,3722.7426677880653,35-44,F,Schooling until age 18,Mid 50%,2,married
bbc14602ee614400739e0ee19f1246c8,4569.578641823026,35-44,M,Postgraduate degree,Top 25%,0,single
bc24905081ccd70976c4e5141a354e98,4569.578641823026,35-44,M,University degree,Top 25%,3+,married
bda8df92ae89d5a0b063c0a382c425e2,3691.0130847656283,25-34,F,Postgraduate degree,Bottom 25%,0,single
c26a89287097c1f6f8265fcea9e220ac,6556.642585168079,16-24,M,University degree,Top 25%,0,single
c9a02bdb95737cc6872fdbdff90ecab1,4156.2143980421615,45-64,F,Schooling until age 16,Mid 50%,3+,married
cdc187bc172b5e1fb66a65293868ba66,3691.0130847656283,25-34,F,University degree,Bottom 25%,1,married
d4ba1f59ce788b4df432838dc54222e8,4569.578641823026,35-44,M,Postgraduate degree,Mid 50%,1,married
d5c6fe3e6db8292b57f9859f35c1a044,4964.415750592672,25-34,M,Schooling until age 18,Mid 50%,0,married
d88db04b6f09a618bf5cb8adf00fc334,3722.7426677880653,35-44,F,Postgraduate degree,Mid 50%,0,married
e134b735140042679cd90ab9427ad467,3946.9774114261822,16-24,F,University degree,Mid 50%,0,single
e1ae1ee86cf7b9b47071eda21dde7f5c,3722.7426677880653,35-44,F,University degree,Mid 50%,3+,married
ea9a45d51f11ebd4e230bc48396f5883,4785.1625715406935,45-64,M,Trade / technical school or college,Mid 50%,2,married
eb4c2d1ff5ce0854ee621c38631a5e92,4964.415750592672,25-34,M,Trade / technical school or college,Bottom 25%,0,single
ee7d8a1ec023182e922e4fc01af3b929,4964.415750592672,25-34,M,Postgraduate degree,Top 25%,3+,married
f916e22640f947361ea15a8019af8f1f,3722.7426677880653,35-44,F,Trade / technical school or college,Bottom 25%,2,married
f9ebd08dd7fa84ce6791ee9368986e30,3946.9774114261822,16-24,F,Schooling until age 16,Prefer not to say,0,single
fb667813649afd608606005180cd0207,3761.888744450687,45-64,F,University degree,Mid 50%,0,single
02c5bed2596d15b43928ba555acafdd6,4785.1625715406935,45-64,M,Schooling until age 16,Mid 50%,3+,married
03c75b9f7db75da2b6a173cbc016511d,3761.888744450687,45-64,F,Schooling until age 18,Mid 50%,2,married
073bb9e5409b0071e087b8cc5b366473,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
0c810dc9d82aa67228cd625a168098e9,4964.415750592672,25-34,M,Trade / technical school or college,Bottom 25%,0,single
1bbe73ecb8c45cd406eb5dee55f2ddb9,4569.578641823026,35-44,M,University degree,Top 25%,0,single
1d685b8644fc67c504f1c8a4fba40968,4156.2143980421615,45-64,F,University degree,Mid 50%,2,married
2d8737f41215faa6b5b7a9ebefc2de92,6556.642585168079,16-24,M,Schooling until age 18,Mid 50%,0,single
2f5b73e948e118ae6ce41f82d451e09f,3946.9774114261822,16-24,F,Schooling until age 18,Prefer not to say,0,single
314f7c91055962c44b4f598cb46319f0,4785.1625715406935,45-64,M,University degree,Top 25%,3+,single
36d38260722cd9c6cb9579770e2c607a,4156.2143980421615,45-64,F,Schooling until age 16,Mid 50%,0,married
3cb82d08c1139d98235de6a5101ae4ee,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,2,single
3ff26ca17600f2281701b685b1f087fd,4964.415750592672,25-34,M,Postgraduate degree,Top 25%,1,single
409742588959291c05723e98df29cbff,4785.1625715406935,45-64,M,Schooling until age 16,Mid 50%,2,married
50835a047a4bb562dd99324dbd792b36,4785.1625715406935,45-64,M,University degree,Mid 50%,2,married
52bf26c8e263fdbd8e4a6be4d0944a36,3761.888744450687,45-64,F,Schooling until age 18,Mid 50%,2,married
569dcffbfaa1b8f7da549882cb61d38b,4156.2143980421615,45-64,F,University degree,Mid 50%,0,married
59012237737fba838dd470e0ce0a6a8e,4452.796148340271,45-64,M,Postgraduate degree,Top 25%,0,married
5aa7cf293f12bb91fd943fedec8c380f,4569.578641823026,35-44,M,University degree,Top 25%,0,single
5d7249a042b45e3c64d54abb3dac2300,4785.1625715406935,45-64,M,Trade / technical school or college,Mid 50%,0,single
5e14045653a38a427d06ece4ce6815d0,3722.7426677880653,35-44,F,Postgraduate degree,Top 25%,0,married
60fd604ffb1b1508a070b525b25171bc,3946.9774114261822,16-24,F,Schooling until age 18,Prefer not to say,0,single
62d29c21c24a97392da7bddc1d1b7a9d,3722.7426677880653,35-44,F,University degree,Top 25%,2,married
696bc9014a1d4f57cef33f53049becdf,4964.415750592672,25-34,M,Schooling until age 16,Mid 50%,0,single
6ca702839f64547a12eb799bb5f2ca9e,4785.1625715406935,45-64,M,Trade / technical school or college,Top 25%,2,married
6e1a383fd23f8bcf7263d34832c28335,3691.0130847656283,25-34,F,Schooling until age 18,Bottom 25%,1,single
6e267a9c08b4318d4193db9aa3c097dd,4452.796148340271,45-64,M,Schooling until age 16,Mid 50%,3+,married
73bc6e83b54bc741ad23ae058f4e1d25,3761.888744450687,45-64,F,Schooling until age 16,Mid 50%,2,married
7857a8199751ff71f743dddea0cff679,4569.578641823026,35-44,M,University degree,Top 25%,2,married
7e8bf9cf13ee9866a2ebed2faf738404,3722.7426677880653,35-44,F,University degree,Mid 50%,2,single
810e1bba4139080bc2e89063ba3f85da,4964.415750592672,25-34,M,University degree,Mid 50%,1,married
8115c91f515ac1a5df13f4fb2669e1d4,4785.1625715406935,45-64,M,Trade / technical school or college,Top 25%,2,single
825474aa210d44cec77c7bd4c4d16990,3761.888744450687,45-64,F,Schooling until age 16,Bottom 25%,2,married
849409045f47a2d5c8665c685c69d7ea,4785.1625715406935,45-64,M,Schooling until age 16,Mid 50%,2,married
8bf2ab201e2e88f922f16df2556b001f,3761.888744450687,45-64,F,University degree,Mid 50%,2,married
961673e351abfae6dbaee30647b04bba,4785.1625715406935,45-64,M,Schooling until age 18,Bottom 25%,1,single
981c171a827d1f01e4e90885d835f1ec,4785.1625715406935,45-64,M,Schooling until age 16,Bottom 25%,2,single
a01396a53719a0713566e86db447d6e3,4156.2143980421615,45-64,F,Schooling until age 18,Bottom 25%,0,single
a3510db1269e87c1286ecaedca91aa5f,3761.888744450687,45-64,F,University degree,Top 25%,1,married
aba8cc2595aa7f4be7077a402bec5ce7,4785.1625715406935,45-64,M,University degree,Top 25%,0,married
b84f1a544e21f4e5cf4d1b7930070539,3722.7426677880653,35-44,F,Schooling until age 18,Mid 50%,3+,single
b92d1c0dcf15c4db1ddedeaf7c408d64,3691.0130847656283,25-34,F,University degree,Top 25%,0,married
b9b124f08dc9dd056ee6d78a9b8fee66,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,0,married
ba93c8eff8fb6e44d6fcd495ec0b933b,3761.888744450687,45-64,F,Schooling until age 16,Bottom 25%,2,married
bef11d06fb878c5ddb0a7788f9ac22d2,6556.642585168079,16-24,M,Schooling until age 18,Bottom 25%,0,single
c0bcc95ec2cb1209e7fcc521dc7deaf3,4452.796148340271,45-64,M,Trade / technical school or college,Mid 50%,2,single
c4a2c45ce128ef3fed8af1f5c74a421d,3691.0130847656283,25-34,F,University degree,Top 25%,0,single
c6321c0c4b163be88a337e34b351de11,3761.888744450687,45-64,F,University degree,Mid 50%,1,single
ccc262f8a74980056252d453196ed3a2,4156.2143980421615,45-64,F,Schooling until age 16,Mid 50%,1,single
d055f44ddb2376d21d945cb941efba73,3722.7426677880653,35-44,F,Schooling until age 18,Mid 50%,0,single
d507e5e5ac75d5054d63ecc7f31ee9a3,3691.0130847656283,25-34,F,Schooling until age 16,Mid 50%,1,single
d778560e695043effc10cda11e8b04c3,4452.796148340271,45-64,M,Postgraduate degree,Top 25%,3+,married
d8fe032b2463576a6f6e929851e6609b,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,3+,single
db73ab7f53a08b1716b342bcd0546982,6556.642585168079,16-24,M,Schooling until age 18,Top 25%,0,single
dfda21756dd601296d5f29ad5f422f9b,3761.888744450687,45-64,F,Trade / technical school or college,Mid 50%,3+,single
e58491ff118dd5a1f7f40bc27b04bf8b,4964.415750592672,25-34,M,Postgraduate degree,Top 25%,2,married
e5d46ea5beb1114687265c2e97bc9d02,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
efc1eb3f21847f74c3fd4836d069df21,3691.0130847656283,25-34,F,University degree,Top 25%,3+,married
f1b8bedf43b8232b6d51d89ab815d933,3722.7426677880653,35-44,F,Trade / technical school or college,Mid 50%,2,married
f4a281dd7922423c58daa96e11e3a011,3946.9774114261822,16-24,F,Schooling until age 18,Top 25%,1,single
fb171d8d4ebd499d040cb01d4e984ed8,6556.642585168079,16-24,M,Schooling until age 16,Prefer not to say,0,single
0612b406c8d21c851bd2c548601a109b,3946.9774114261822,16-24,F,University degree,Bottom 25%,0,single
0b27c0cd64d022e01e1aee8a4fe8af26,4785.1625715406935,45-64,M,Schooling until age 16,Bottom 25%,0,single
0c43a02f5a315789f81ed08473c28ce4,6556.642585168079,16-24,M,University degree,Top 25%,0,single
0f45e2cecbf7648afbb0bcb0611d55f0,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,1,single
1304ed19926b56e168fbd4df38f53149,4785.1625715406935,45-64,M,Schooling until age 18,Mid 50%,0,single
16070dd88fe57f4ae3d027ae1cdb04cf,3761.888744450687,45-64,F,Schooling until age 18,Mid 50%,3+,single
1957070b3ee97bd05932d8fb5a73f2fd,4785.1625715406935,45-64,M,Trade / technical school or college,Top 25%,0,married
19adb8a90c2b8150b052137cd7a8030b,4452.796148340271,45-64,M,University degree,Mid 50%,1,married
1db862afa9fa45390ba228c0ca74514f,3722.7426677880653,35-44,F,Trade / technical school or college,Bottom 25%,0,single
2ebc2c55c79587b75b490e140ab5cdbf,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
31b19a382d7245c95c79b02913d95524,4569.578641823026,35-44,M,Postgraduate degree,Mid 50%,1,married
330ee564c5c7e65fbb6ca85b29661524,3761.888744450687,45-64,F,Schooling until age 16,Prefer not to say,1,married
4622834847886264aabfb0f1ed01d614,3761.888744450687,45-64,F,Postgraduate degree,Mid 50%,0,married
47be97186eecd4a0a5cfe8fcec070e9a,3761.888744450687,45-64,F,Schooling until age 16,Mid 50%,0,single
4b0492bbf9f14ed3f16906ab22fbd00d,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
4b43e7d65fa4b07c75f250828de00bb2,4156.2143980421615,45-64,F,Schooling until age 16,Bottom 25%,3+,single
4c272487574c2309590ef0517323c78e,6556.642585168079,16-24,M,Schooling until age 16,Bottom 25%,0,single
4c8cf023f539f9b799a7979d4235f5ae,4785.1625715406935,45-64,M,University degree,Bottom 25%,2,single
56a3a07f77c68d652408de7746923d10,4964.415750592672,25-34,M,Postgraduate degree,Prefer not to say,0,married
56cea35e410ceadcb6c58d58a54cff64,3691.0130847656283,25-34,F,University degree,Top 25%,1,single
7387e8f8ed367e0ab3eb6215461c303c,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
7c4444aa6fe10428b495c86b7301ce6d,4964.415750592672,25-34,M,University degree,Top 25%,0,single
87d31a8bf2e418dc91207f79a337181b,6556.642585168079,16-24,M,University degree,Bottom 25%,0,single
89331b76c6062e0e6b09bdc72f661568,3722.7426677880653,35-44,F,Schooling until age 18,Prefer not to say,0,single
90a8f230e54b5d575e514fa13e3e3369,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
99f9dc5f597f480a8fb01d49015a3957,4156.2143980421615,45-64,F,Postgraduate degree,Top 25%,3+,married
9abf3afefa1412dd01a26e10d79fb2a0,3722.7426677880653,35-44,F,University degree,Mid 50%,0,single
a07d20c4e749897d72b60c084d90d36d,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
a65775f6f2eea213b5e4f24dcaa88461,4156.2143980421615,45-64,F,Trade / technical school or college,Bottom 25%,0,married
b4486ed0d9088c30ccf9dd704efd6fa1,4452.796148340271,45-64,M,Schooling until age 16,Mid 50%,0,single
b7597dde90297a3fd6b84c6a6b531639,3946.9774114261822,16-24,F,University degree,Mid 50%,0,single
b9fd4f6ca5db971bd5b8acd6146cbd13,3722.7426677880653,35-44,F,Postgraduate degree,Top 25%,1,married
bb2db938a78444c42696410389712ab4,4785.1625715406935,45-64,M,Schooling until age 18,Mid 50%,1,married
bd0873a081c775160a12cbc8e09ec11b,4964.415750592672,25-34,M,University degree,Mid 50%,0,married
c0dff4153cb8e779f327e72b65a337de,3691.0130847656283,25-34,F,University degree,Mid 50%,0,single
ca53ea2270b6a998dfd52127059235ef,4452.796148340271,45-64,M,Trade / technical school or college,Mid 50%,3+,married
dc751998f90f969569de4d78c2dbde81,3946.9774114261822,16-24,F,Schooling until age 18,Top 25%,0,single
df5cd80fa2b6af7159ca099b09905447,4156.2143980421615,45-64,F,Schooling until age 18,Mid 50%,3+,married
e4d16e3bf04d04a8a50985a861eed29b,4156.2143980421615,45-64,F,Schooling until age 16,Mid 50%,2,married
e73656b25db2f79e3c8d7e518cd220b9,3761.888744450687,45-64,F,University degree,Top 25%,0,married
e95bc66b0a4f69d2d45dcf89057f7147,3946.9774114261822,16-24,F,University degree,Mid 50%,0,single
eb928afc49179bf51900a4a78b93888b,4964.415750592672,25-34,M,University degree,Top 25%,2,married
efd595b67e1b439ba12f41a2c8a414df,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
f6754a4dcd65f6e0da9fd05686dcd3e5,3761.888744450687,45-64,F,Schooling until age 16,Bottom 25%,0,single
f9d4d63f41abcfe261a72cb3ca38b3b1,4156.2143980421615,45-64,F,Schooling until age 18,Prefer not to say,1,married
00aac9a1585a18c1a81ecd1841b8a02e,3761.888744450687,45-64,F,Schooling until age 18,Top 25%,1,married
01ab3f0ed3b2fb205c63073be83a6d83,3722.7426677880653,35-44,F,University degree,Mid 50%,0,single
05e315bfd88d8cde2b1354221befde64,6556.642585168079,16-24,M,Schooling until age 18,Mid 50%,0,single
09c2fd0be2f5daef3fce29cd4a5bb4ce,4569.578641823026,35-44,M,University degree,Bottom 25%,1,single
0a98465732f8abc98d4f5b1cd7f32b86,4569.578641823026,35-44,M,University degree,Top 25%,0,single
0b566804a785b2778506be99749af0b5,3691.0130847656283,25-34,F,Postgraduate degree,Mid 50%,1,married
284148cd837fcc26d46aebf0a6155ee7,3722.7426677880653,35-44,F,Schooling until age 18,Mid 50%,0,single
290ea6a9b95e69e5b74ff318df5938c2,4964.415750592672,25-34,M,University degree,Mid 50%,0,single
38deb7d878961ac3baacab62394d5bcd,3946.9774114261822,16-24,F,University degree,Bottom 25%,0,single
3f54175957da6d3b02936e0c9fa42c5a,4785.1625715406935,45-64,M,Schooling until age 18,Mid 50%,0,married
438c89b30520a47194217b367fe0f1e7,4156.2143980421615,45-64,F,Schooling until age 18,Bottom 25%,3+,married
47bc1feb81faae6dab61fe79a5a7438b,3761.888744450687,45-64,F,Schooling until age 18,Mid 50%,0,married
4b27fb0cdfa2e30de4a00983f22ad206,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,0,single
4e0914888cb2ab0b9f774d2ddfb30506,3946.9774114261822,16-24,F,Trade / technical school or college,Bottom 25%,0,single
503ce5a53514e6b2b35ad518cbdd2e96,4452.796148340271,45-64,M,Schooling until age 18,Mid 50%,2,married
526c5a5263088b95639934682744fcb6,4452.796148340271,45-64,M,University degree,Mid 50%,1,single
592a5cae889bbdebc31a92b2ecdb21c0,4964.415750592672,25-34,M,University degree,Top 25%,1,married
5ce9f1abdd017568dd444f5e0a5b81fe,4452.796148340271,45-64,M,Schooling until age 18,Bottom 25%,2,single
5eab057b1010d98472634bb20b0b00fe,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,2,married
61271f7e2e6f7a414a92824fde62d9bd,3691.0130847656283,25-34,F,University degree,Mid 50%,0,single
61da6af2d25b4a2b54c8662b12168f0b,4569.578641823026,35-44,M,Trade / technical school or college,Bottom 25%,0,single
68401fd282e8d7eef82ec9576028c0b9,3691.0130847656283,25-34,F,Trade / technical school or college,Bottom 25%,2,married
6d15acdf84fd6a70bb519b9f49ae7498,3761.888744450687,45-64,F,Trade / technical school or college,Top 25%,1,married
6dd6e3a201c5b0938c93e174ead8b44a,4964.415750592672,25-34,M,University degree,Mid 50%,0,single
6fab4d86029b47c1e79a48ff9fb6c040,4156.2143980421615,45-64,F,Postgraduate degree,Bottom 25%,0,single
7a205078992c5b8e3c7968eeff87645d,4964.415750592672,25-34,M,Postgraduate degree,Prefer not to say,0,single
7df3dcd5d8069e8fc8c7c256f5146dac,4569.578641823026,35-44,M,Schooling until age 16,Mid 50%,1,single
7fa2a98b03eacae8b59ce5918401b9dc,3722.7426677880653,35-44,F,Schooling until age 16,Mid 50%,2,married
8108e6d86a3f168d801c3dbacc653a8a,3722.7426677880653,35-44,F,University degree,Mid 50%,0,married
8524d5c9d1d733f5eac233be949d8d8d,4156.2143980421615,45-64,F,Schooling until age 18,Mid 50%,0,single
85490a272b70056535ca06a810ceae6d,3722.7426677880653,35-44,F,University degree,Mid 50%,1,married
8a3ac6bb2e83eab49b4ba4500777e734,4964.415750592672,25-34,M,Schooling until age 18,Bottom 25%,0,single
8bc703a22f62425b3c905f423549a746,4785.1625715406935,45-64,M,Schooling until age 16,Bottom 25%,0,single
8e01b36edcf575e1edf51532bc7e534b,3761.888744450687,45-64,F,Trade / technical school or college,Top 25%,3+,married
9ba9fe2b95f3708bbefd644edd1b5e0e,3722.7426677880653,35-44,F,University degree,Mid 50%,1,single
9e29f57877303e875c80114d87dd43c0,3691.0130847656283,25-34,F,University degree,Bottom 25%,1,single
a42b06b7d037571f7ee4e625297e13be,6556.642585168079,16-24,M,Schooling until age 18,Prefer not to say,0,single
a8f1f2e7835873c8a8e699e5dd9b3e65,4156.2143980421615,45-64,F,Postgraduate degree,Mid 50%,2,single
adae078fd7e3564d9ec2628c3b16ac2f,3722.7426677880653,35-44,F,Postgraduate degree,Top 25%,2,married
b8026691496b7affd022f406c4b8621f,3722.7426677880653,35-44,F,Schooling until age 18,Top 25%,1,married
b82d65c78315453fa36a7e36ade02282,4156.2143980421615,45-64,F,Schooling until age 18,Bottom 25%,3+,married
b9231db59231f3d2d15cb5a181f98c5c,3691.0130847656283,25-34,F,Trade / technical school or college,Mid 50%,0,married
ba09f93dd024932366a063c031f89efa,3722.7426677880653,35-44,F,University degree,Mid 50%,0,single
bfefef070ea19a2663e7af90499f890f,4964.415750592672,25-34,M,Schooling until age 18,Bottom 25%,0,single
c418fd926b0672a7709a642a9dcbd15a,3691.0130847656283,25-34,F,Schooling until age 18,Mid 50%,2,single
c50f4f42d0c9e73216a6bda427af6bc7,3761.888744450687,45-64,F,University degree,Mid 50%,2,single
c706a4d9a2fd4173cf32a39eb36941df,3722.7426677880653,35-44,F,Schooling until age 18,Bottom 25%,3+,married
d3d5f22012db15f50142b263e35c40e6,4569.578641823026,35-44,M,Postgraduate degree,Mid 50%,1,married
d771bd48ff29e4dd08710acee5cf516d,4569.578641823026,35-44,M,Schooling until age 16,Bottom 25%,2,married
d89a21109a8baad06944de14de41024c,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
d978a4fc29c1d155ab7ec4a966693ece,4569.578641823026,35-44,M,University degree,Top 25%,3+,married
e0267d036bc12b781bc36c5c170a3c39,3946.9774114261822,16-24,F,University degree,Mid 50%,0,single
e737d72b84ec30eabeb68355714f211e,4964.415750592672,25-34,M,Schooling until age 16,Mid 50%,3+,married
e859c6767361de34abf3e4890809348a,3691.0130847656283,25-34,F,Schooling until age 18,Top 25%,1,married
e8b6690305c5634da352d58091d94921,3761.888744450687,45-64,F,Schooling until age 18,Top 25%,0,married
ed11d80e9afeddee77db42aa947ae7e9,6556.642585168079,16-24,M,Schooling until age 18,Top 25%,0,single
f8f462ce07796add69698b182a170631,4452.796148340271,45-64,M,Schooling until age 16,Mid 50%,0,married
face3e24eab797eaf5807a93a07b9548,3946.9774114261822,16-24,F,Schooling until age 18,Bottom 25%,0,single
051e3b7f577f2eb3c71e33bd3e211851,4569.578641823026,35-44,M,Postgraduate degree,Top 25%,3+,married
1399ef2fdb05364cf76fd077426bb2c7,4569.578641823026,35-44,M,Schooling until age 16,Mid 50%,0,single
15333e967219641ff9bd472cf11120fe,3722.7426677880653,35-44,F,Schooling until age 18,Prefer not to say,3+,married
1879734b9d888ebbefa7de546aaaf006,4156.2143980421615,45-64,F,Schooling until age 16,Bottom 25%,3+,single
1cafeba0ad35a84cb3566068c619bc20,3691.0130847656283,25-34,F,University degree,Mid 50%,1,married
1e4f3957b038bd2aee9396980999b37f,3722.7426677880653,35-44,F,Schooling until age 18,Mid 50%,3+,single
1ed9ca5fd38e0d1ae0f497783df44393,4785.1625715406935,45-64,M,University degree,Bottom 25%,2,married
237f051c7607c854da535fd4ab85f44a,3946.9774114261822,16-24,F,Schooling until age 18,Mid 50%,0,single
280d48014bbcc3f0714f1fc2d836bbe6,3761.888744450687,45-64,F,Schooling until age 16,Bottom 25%,0,single
2c38bcfd28422b07c30cfd3c0b00020b,4452.796148340271,45-64,M,Schooling until age 16,Bottom 25%,3+,single
2e74a0fcfcfc335fd23f9bd0c5848927,4569.578641823026,35-44,M,Schooling until age 18,Top 25%,0,single
2ec86e09dbfef2d162952b163907a1a6,3722.7426677880653,35-44,F,Schooling until age 16,Bottom 25%,0,single
3c5f064d225277b57e3e8bcd3ff1aab4,4569.578641823026,35-44,M,Schooling until age 18,Bottom 25%,0,single
596e4dc416672e5127a1681bcacf2aa9,4452.796148340271,45-64,M,University degree,Bottom 25%,2,single
61afa3fae74d1f1b2015388d685841e0,4964.415750592672,25-34,M,Postgraduate degree,Mid 50%,1,married
63145aa8611cdf8401dd6a151e230432,4785.1625715406935,45-64,M,Trade / technical school or college,Mid 50%,3+,married
