ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
34776-1,25-34,F,1,married,3 people,C2,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
34776-2,25-34,M,1,married,3 people,C2,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
34849-1,45-64,M,0,married,2 people,D,housewife and head of household,30+ hours per week,Other White,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Small Block Singles
34849-2,45-64,F,0,married,2 people,D,Neither hw nor hh,No paid work,Other White,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Small Block Singles
34860-1,45-64,M,0,married,2 people,AB,Head of household,No paid work,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Alpha Territory - Voices of Authority
34977-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Tenement Living
35007-1,45-64,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
35007-2,35-44,F,2,married,4 people,C2,Housewife,8-29 hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
35037-1,45-64,F,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - New Parents in Need
35069-1,45-64,F,0,married,3 people,D,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
35069-2,45-64,M,0,married,3 people,D,Head of household,f.t. education / under school,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
35069-4,16-24,F,0,single,3 people,D,Neither hw nor hh,f.t. education / under school,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
35280-1,45-64,M,0,married,4 people,C1,housewife and head of household,No paid work,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
35280-2,45-64,F,0,married,4 people,C1,Neither hw nor hh,8-29 hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
35280-3,25-34,F,0,single,4 people,C1,Neither hw nor hh,f.t. education / under school,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
35280-5,16-24,M,0,single,4 people,C1,Neither hw nor hh,f.t. education / under school,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
35296-1,45-64,F,0,married,4 people,C1,housewife and head of household,30+ hours per week,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
35296-2,45-64,M,0,married,4 people,C1,Neither hw nor hh,30+ hours per week,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
35296-3,16-24,F,0,single,4 people,C1,Neither hw nor hh,f.t. education / under school,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
35296-4,16-24,M,0,single,4 people,C1,Neither hw nor hh,f.t. education / under school,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
35303-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
35528-1,45-64,M,2,married,5 people,AB,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
35528-2,35-44,F,2,married,5 people,AB,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
35739-1,35-44,F,1,married,4 people,C1,Housewife,8-29 hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Yesterday's Captains
35739-2,35-44,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Yesterday's Captains
35748-2,45-64,F,0,married,1 person,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
35856-1,45-64,M,0,married,2 people,AB,housewife and head of household,less than 8 hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Upper Floor Living - Tenement Living
35856-2,45-64,F,0,married,2 people,AB,Neither hw nor hh,No paid work,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Upper Floor Living - Tenement Living
35901-2,45-64,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Side Street Singles
35960-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
35960-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
36041-1,45-64,F,1,married,4 people,C1,Housewife,less than 8 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Parish Guardians
36041-2,45-64,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Parish Guardians
36113-1,25-34,F,2,married,4 people,C2,Housewife,8-29 hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Childcare Years
36113-2,35-44,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Childcare Years
36289-1,45-64,F,0,married,3 people,C1,Housewife,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Brownfield Pioneers
36289-2,45-64,F,0,married,3 people,C1,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Brownfield Pioneers
36289-3,25-34,M,0,single,3 people,C1,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Brownfield Pioneers
36292-1,45-64,F,0,married,3 people,D,housewife and head of household,8-29 hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Foot on the Ladder
36292-3,25-34,M,0,single,3 people,D,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Foot on the Ladder
36383-1,45-64,F,1,married,3 people,C1,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
36383-2,35-44,M,1,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
36384-1,45-64,M,0,married,2 people,C2,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Childcare Years
36384-2,45-64,F,0,married,2 people,C2,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Childcare Years
36429-1,45-64,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
36429-2,45-64,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
36504-1,45-64,F,0,single,3 people,E,housewife and head of household,No paid work,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
36504-2,25-34,F,0,single,3 people,E,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
36504-4,16-24,M,0,single,3 people,E,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
36557-1,45-64,F,0,married,2 people,AB,Housewife,No paid work,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Professional Rewards - Mid-Career Climbers
36557-2,45-64,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Professional Rewards - Mid-Career Climbers
36729-1,35-44,F,1,married,4 people,AB,Housewife,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
36729-2,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
36853-1,45-64,M,0,married,3 people,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Business Class
36853-2,45-64,F,0,married,3 people,AB,Neither hw nor hh,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Business Class
36853-4,16-24,M,0,single,3 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Business Class
36874-2,45-64,F,0,single,5 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
36874-3,25-34,M,0,single,5 people,C1,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
36874-4,16-24,M,0,single,5 people,C1,Neither hw nor hh,f.t. education / under school,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
36874-5,16-24,M,0,single,5 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
36874-6,16-24,F,0,single,5 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
36906-1,25-34,F,1,single,2 people,D,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
37021-1,25-34,F,1,single,3 people,C2,housewife and head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
37021-3,45-64,F,1,single,3 people,C2,Neither hw nor hh,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
37099-1,45-64,F,0,married,3 people,C1,housewife and head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Careers and Kids - Domestic Comfort
37099-2,45-64,M,0,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Careers and Kids - Domestic Comfort
37099-3,16-24,M,0,single,3 people,C1,Neither hw nor hh,f.t. education / under school,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Careers and Kids - Domestic Comfort
37288-1,25-34,F,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
37327-1,35-44,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Liberal Opinions - Convivial Homeowners
37327-2,35-44,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Liberal Opinions - Convivial Homeowners
37460-1,45-64,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
37460-2,35-44,F,1,married,4 people,C1,Housewife,8-29 hours per week,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
37473-1,35-44,M,3+,married,5 people,C1,Head of household,8-29 hours per week,White British,2,No Digital TV,None,No Multichannel TV,No TV At All,Unclassified
37473-2,35-44,F,3+,married,5 people,C1,Housewife,8-29 hours per week,White British,2,No Digital TV,None,No Multichannel TV,No TV At All,Unclassified
37520-1,35-44,M,2,married,4 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
37520-2,45-64,F,2,married,4 people,C1,Housewife,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
37578-1,45-64,F,1,single,2 people,C2,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
37599-1,35-44,F,1,married,5 people,AB,Housewife,8-29 hours per week,Asian – Pakistani,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
37599-2,45-64,M,1,married,5 people,AB,Head of household,30+ hours per week,Asian – Pakistani,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
37599-3,16-24,F,1,single,5 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Pakistani,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
37599-4,16-24,M,1,single,5 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Pakistani,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Domestic Comfort
37798-1,35-44,F,1,single,2 people,D,housewife and head of household,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Footloose Managers
37933-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Sheltered Seniors
38181-1,25-34,M,0,married,2 people,AB,Head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
38181-2,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
38191-2,16-24,M,0,single,2 people,D,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
38310-1,25-34,F,2,married,4 people,C1,housewife and head of household,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
38310-2,45-64,M,2,married,4 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
38315-1,45-64,F,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
38346-1,45-64,F,0,married,2 people,C2,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
38348-1,25-34,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Escape to the Country
38348-8,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Escape to the Country
38349-1,25-34,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Garden Suburbia
38349-2,25-34,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Garden Suburbia
38571-1,35-44,F,2,married,5 people,AB,Housewife,8-29 hours per week,Other White,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Elderly Needs - Low Spending Elders
38591-1,45-64,F,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Small Block Singles
38617-1,25-34,F,2,married,5 people,AB,Housewife,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Yesterday's Captains
38617-2,35-44,M,2,married,5 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Yesterday's Captains
38625-1,35-44,M,0,married,2 people,C1,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
38625-2,45-64,F,0,married,2 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
38639-1,35-44,F,1,married,4 people,E,housewife and head of household,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Soccer Dads and Mums
38639-4,35-44,M,1,married,4 people,E,Neither hw nor hh,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Soccer Dads and Mums
38762-1,35-44,F,1,married,5 people,AB,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Dormitory Villagers
38762-2,35-44,M,1,married,5 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Dormitory Villagers
38803-1,25-34,F,1,married,3 people,C1,Housewife,8-29 hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Choice Right to Buy
38803-2,25-34,M,1,married,3 people,C1,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Choice Right to Buy
38936-1,45-64,M,0,single,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
38936-2,45-64,M,0,single,2 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
39149-1,45-64,M,1,married,4 people,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
39149-2,45-64,F,1,married,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
39149-5,16-24,M,1,single,4 people,AB,Neither hw nor hh,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
39152-1,45-64,M,2,married,4 people,C2,Head of household,30+ hours per week,Asian – Pakistani,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
39152-2,45-64,F,2,married,4 people,C2,Housewife,30+ hours per week,Asian – Pakistani,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
39178-2,45-64,F,0,married,3 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Industrial Heritage - Clocking Off
39178-3,16-24,F,0,single,3 people,AB,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Industrial Heritage - Clocking Off
39266-2,45-64,F,0,married,2 people,D,Housewife,8-29 hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Settled Ex-Tenants
39294-1,45-64,M,0,single,2 people,C1,housewife and head of household,30+ hours per week,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Industrial Heritage - Small Wage Owners
39294-2,45-64,F,0,single,2 people,C1,Neither hw nor hh,No paid work,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Industrial Heritage - Small Wage Owners
39315-1,35-44,F,2,married,5 people,C1,housewife and head of household,8-29 hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
39315-2,35-44,M,2,married,5 people,C1,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
39679-1,25-34,F,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
39697-1,45-64,M,0,married,2 people,C2,housewife and head of household,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
39697-2,45-64,F,0,married,2 people,C2,Neither hw nor hh,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
39698-1,35-44,F,0,single,3 people,E,housewife and head of household,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Choice Right to Buy
39698-2,16-24,F,0,single,3 people,E,Neither hw nor hh,f.t. education / under school,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Choice Right to Buy
39698-3,16-24,F,0,single,3 people,E,Neither hw nor hh,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Choice Right to Buy
39710-1,25-34,F,1,single,2 people,D,housewife and head of household,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Unclassified
39928-1,45-64,F,0,married,4 people,D,housewife and head of household,No paid work,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Settled Ex-Tenants
39928-2,45-64,M,0,married,4 people,D,Neither hw nor hh,No paid work,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Settled Ex-Tenants
39928-3,25-34,M,0,single,4 people,D,Neither hw nor hh,8-29 hours per week,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Settled Ex-Tenants
39928-4,16-24,M,0,single,4 people,D,Neither hw nor hh,f.t. education / under school,White British,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Settled Ex-Tenants
40162-1,35-44,M,2,married,4 people,AB,housewife and head of household,30+ hours per week,Asian – Pakistani,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
40162-2,25-34,F,2,married,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
40220-1,35-44,M,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Suburban Mindsets - Garden Suburbia
40262-1,45-64,M,0,married,2 people,AB,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Distinctive Success
40262-2,45-64,F,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Distinctive Success
40263-1,45-64,M,2,married,5 people,C2,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
40263-2,35-44,F,2,married,5 people,C2,Housewife,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
40278-2,45-64,F,0,married,2 people,C1,housewife and head of household,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Active Retirement - Golden Retirement
40284-1,25-34,M,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Country Loving Elders
